消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
08:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.11401322,-4.820972423,4410,0.859342008,0.132598073,50,0.1,0.1,0.1,386.4,-44.1,11.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90682,116.40682,4682,4000,388.908434
08:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.2848474,-4.80747179,4420,0.848942801,0.137412335,50,0.1,0.1,0.1,386.8,-44.2,11.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90684,116.40684,4684,4000,389.3171972
08:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.45356771,-4.793490414,4430,0.838204028,0.142212856,50,0.1,0.1,0.1,387.2,-44.3,11.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90686,116.40686,4686,4000,389.7259678
08:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.62010666,-4.779029693,4440,0.827129985,0.146999156,50,0.1,0.1,0.1,387.6,-44.4,11.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90688,116.40688,4688,4000,390.134746
09:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.78439764,-4.764091073,4450,0.8157251,0.151770756,50,0.1,0.1,0.1,388,-44.5,11.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9069,116.4069,4690,4000,390.5435315
09:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.94637495,-4.748676048,4460,0.803993936,0.15652718,50,0.1,0.1,0.1,388.4,-44.6,11.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90692,116.40692,4692,4000,390.9523245
09:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.10597378,-4.732786159,4470,0.791941186,0.16126795,50,0.1,0.1,0.1,388.8,-44.7,11.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90694,116.40694,4694,4000,391.3611248
09:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.2631303,-4.716422995,4480,0.77957167,0.165992594,50,0.1,0.1,0.1,389.2,-44.8,11.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90696,116.40696,4696,4000,391.7699325
09:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.41778166,-4.699588193,4490,0.766890335,0.170700639,50,0.1,0.1,0.1,389.6,-44.9,11.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90698,116.40698,4698,4000,392.1787475
10:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.56986599,-4.682283436,4500,0.753902254,0.175391614,50,0.1,0.1,0.1,390,-45,12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.907,116.407,4700,4000,392.5875698
10:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.71932246,-4.664510455,4510,0.740612623,0.18006505,50,0.1,0.1,0.1,390.4,-45.1,12.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90702,116.40702,4702,4000,392.9963995
10:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.86609129,-4.646271027,4520,0.727026756,0.184720479,50,0.1,0.1,0.1,390.8,-45.2,12.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90704,116.40704,4704,4000,393.4052364
10:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.01011377,-4.627566975,4530,0.713150089,0.189357437,50,0.1,0.1,0.1,391.2,-45.3,12.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90706,116.40706,4706,4000,393.8140805
10:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.15133231,-4.608400171,4540,0.698988171,0.193975459,50,0.1,0.1,0.1,391.6,-45.4,12.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90708,116.40708,4708,4000,394.2229319
11:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.2896904,-4.58877253,4550,0.684546666,0.198574084,50,0.1,0.1,0.1,392,-45.5,12.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9071,116.4071,4710,4000,394.6317904
11:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.42513272,-4.568686016,4560,0.669831353,0.203152851,50,0.1,0.1,0.1,392.4,-45.6,12.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90712,116.40712,4712,4000,395.0406561
11:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.55760508,-4.548142637,4570,0.654848116,0.207711303,50,0.1,0.1,0.1,392.8,-45.7,12.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90714,116.40714,4714,4000,395.449529
11:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.6870545,-4.527144447,4580,0.639602948,0.212248985,50,0.1,0.1,0.1,393.2,-45.8,12.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90716,116.40716,4716,4000,395.858409
11:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.8134292,-4.505693547,4590,0.624101947,0.216765441,50,0.1,0.1,0.1,393.6,-45.9,12.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90718,116.40718,4718,4000,396.2672962
12:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.93667864,-4.483792082,4600,0.608351315,0.221260222,50,0.1,0.1,0.1,394,-46,12.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9072,116.4072,4720,4000,396.6761904
12:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.05675351,-4.461442241,4610,0.592357349,0.225732876,50,0.1,0.1,0.1,394.4,-46.1,12.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90722,116.40722,4722,4000,397.0850916
12:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.17360578,-4.438646259,4620,0.576126449,0.230182957,50,0.1,0.1,0.1,394.8,-46.2,12.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90724,116.40724,4724,4000,397.494
12:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.28718872,-4.415406416,4630,0.559665106,0.234610021,50,0.1,0.1,0.1,395.2,-46.3,12.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90726,116.40726,4726,4000,397.9029153
12:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.3974569,-4.391725037,4640,0.542979904,0.239013623,50,0.1,0.1,0.1,395.6,-46.4,12.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90728,116.40728,4728,4000,398.3118376
13:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.50436621,-4.367604488,4650,0.526077517,0.243393324,50,0.1,0.1,0.1,396,-46.5,12.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9073,116.4073,4730,4000,398.720767
13:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.60787388,-4.343047183,4660,0.508964707,0.247748686,50,0.1,0.1,0.1,396.4,-46.6,12.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90732,116.40732,4732,4000,399.1297032
13:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.70793852,-4.318055577,4670,0.491648317,0.252079274,50,0.1,0.1,0.1,396.8,-46.7,12.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90734,116.40734,4734,4000,399.5386464
13:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.8045201,-4.292632169,4680,0.474135275,0.256384654,50,0.1,0.1,0.1,397.2,-46.8,12.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90736,116.40736,4736,4000,399.9475966
13:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.89757998,-4.266779501,4690,0.456432585,0.260664395,50,0.1,0.1,0.1,397.6,-46.9,12.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90738,116.40738,4738,4000,400.3565536
14:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.98708096,-4.240500159,4700,0.438547328,0.26491807,50,0.1,0.1,0.1,398,-47,12.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9074,116.4074,4740,4000,400.7655175
14:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.07298722,-4.21379677,4710,0.420486657,0.269145254,50,0.1,0.1,0.1,398.4,-47.1,12.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90742,116.40742,4742,4000,401.1744882
14:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.15526441,-4.186672005,4720,0.402257798,0.273345524,50,0.1,0.1,0.1,398.8,-47.2,12.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90744,116.40744,4744,4000,401.5834658
14:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.23387961,-4.159128576,4730,0.383868041,0.277518459,50,0.1,0.1,0.1,399.2,-47.3,12.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90746,116.40746,4746,4000,401.9924502
14:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.30880139,-4.131169238,4740,0.365324742,0.281663642,50,0.1,0.1,0.1,399.6,-47.4,12.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90748,116.40748,4748,4000,402.4014413
15:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.37999977,-4.102796787,4750,0.346635318,0.285780659,50,0.1,0.1,0.1,400,-47.5,12.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9075,116.4075,4750,4000,402.8104393
15:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.44744627,-4.074014059,4760,0.327807244,0.289869099,50,0.1,0.1,0.1,400.4,-47.6,12.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90752,116.40752,4752,4000,403.219444
15:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.51111392,-4.044823933,4770,0.308848052,0.293928552,50,0.1,0.1,0.1,400.8,-47.7,12.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90754,116.40754,4754,4000,403.6284554
15:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.57097726,-4.015229328,4780,0.289765325,0.297958612,50,0.1,0.1,0.1,401.2,-47.8,12.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90756,116.40756,4756,4000,404.0374735
15:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.62701233,-3.985233204,4790,0.270566695,0.301958877,50,0.1,0.1,0.1,401.6,-47.9,12.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90758,116.40758,4758,4000,404.4464983
16:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.67919672,-3.95483856,4800,0.251259843,0.305928945,50,0.1,0.1,0.1,402,-48,12.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9076,116.4076,4760,4000,404.8555298
16:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.72750956,-3.924048435,4810,0.231852489,0.309868422,50,0.1,0.1,0.1,402.4,-48.1,12.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90762,116.40762,4762,4000,405.2645679
16:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.77193153,-3.892865908,4820,0.212352398,0.313776912,50,0.1,0.1,0.1,402.8,-48.2,12.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90764,116.40764,4764,4000,405.6736126
16:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.81244486,-3.861294098,4830,0.192767369,0.317654024,50,0.1,0.1,0.1,403.2,-48.3,12.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90766,116.40766,4766,4000,406.082664
16:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.84903334,-3.829336162,4840,0.173105235,0.321499371,50,0.1,0.1,0.1,403.6,-48.4,12.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90768,116.40768,4768,4000,406.4917219
17:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.88168234,-3.796995296,4850,0.153373862,0.325312569,50,0.1,0.1,0.1,404,-48.5,12.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9077,116.4077,4770,4000,406.9007864
17:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.9103788,-3.764274733,4860,0.133581141,0.329093235,50,0.1,0.1,0.1,404.4,-48.6,12.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90772,116.40772,4772,4000,407.3098575
17:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.93511123,-3.731177746,4870,0.11373499,0.332840993,50,0.1,0.1,0.1,404.8,-48.7,12.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90774,116.40774,4774,4000,407.7189351
17:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.95586976,-3.697707644,4880,0.093843346,0.336555466,50,0.1,0.1,0.1,405.2,-48.8,12.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90776,116.40776,4776,4000,408.1280191
17:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.97264607,-3.663867774,4890,0.073914165,0.340236285,50,0.1,0.1,0.1,405.6,-48.9,12.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90778,116.40778,4778,4000,408.5371097
18:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.98543345,-3.629661521,4900,0.053955421,0.34388308,50,0.1,0.1,0.1,406,-49,12.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9078,116.4078,4780,4000,408.9462067
18:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.9942268,-3.595092305,4910,0.033975094,0.347495487,50,0.1,0.1,0.1,406.4,-49.1,12.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90782,116.40782,4782,4000,409.3553102
18:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.99902259,-3.560163582,4920,0.013981178,0.351073144,50,0.1,0.1,0.1,406.8,-49.2,12.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90784,116.40784,4784,4000,409.7644201
18:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.9998189,-3.524878846,4930,-0.00601833,0.354615695,50,0.1,0.1,0.1,407.2,-49.3,12.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90786,116.40786,4786,4000,410.1735364
18:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.99661541,-3.489241625,4940,-0.026015431,0.358122785,50,0.1,0.1,0.1,407.6,-49.4,12.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90788,116.40788,4788,4000,410.5826592
19:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.98941342,-3.453255483,4950,-0.046002126,0.361594062,50,0.1,0.1,0.1,408,-49.5,12.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9079,116.4079,4790,4000,410.9917882
19:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.97821579,-3.416924018,4960,-0.06597042,0.36502918,50,0.1,0.1,0.1,408.4,-49.6,12.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90792,116.40792,4792,4000,411.4009237
19:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.96302701,-3.380250863,4970,-0.085912328,0.368427796,50,0.1,0.1,0.1,408.8,-49.7,12.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90794,116.40794,4794,4000,411.8100654
19:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.94385315,-3.343239687,4980,-0.105819872,0.371789569,50,0.1,0.1,0.1,409.2,-49.8,12.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90796,116.40796,4796,4000,412.2192135
19:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.92070188,-3.305894189,4990,-0.125685089,0.375114164,50,0.1,0.1,0.1,409.6,-49.9,12.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90798,116.40798,4798,4000,412.6283679
20:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.89358247,-3.268218104,5000,-0.145500034,0.378401248,50,0.1,0.1,0.1,410,-50,13,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.908,116.408,4800,4000,413.0375286
20:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.86250575,-3.230215201,5010,-0.165256781,0.381650491,50,0.1,0.1,0.1,410.4,-50.1,13.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90802,116.40802,4802,4000,413.4466955
20:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.82748416,-3.191889278,5020,-0.184947427,0.38486157,50,0.1,0.1,0.1,410.8,-50.2,13.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90804,116.40804,4804,4000,413.8558686
20:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.78853171,-3.153244169,5030,-0.204564097,0.388034164,50,0.1,0.1,0.1,411.2,-50.3,13.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90806,116.40806,4806,4000,414.265048
20:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.74566398,-3.114283739,5040,-0.224098943,0.391167954,50,0.1,0.1,0.1,411.6,-50.4,13.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90808,116.40808,4808,4000,414.6742336
21:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.69889811,-3.075011883,5050,-0.243544154,0.394262627,50,0.1,0.1,0.1,412,-50.5,13.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9081,116.4081,4810,4000,415.0834253
21:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.64825281,-3.035432528,5060,-0.26289195,0.397317875,50,0.1,0.1,0.1,412.4,-50.6,13.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90812,116.40812,4812,4000,415.4926233
21:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.59374834,-2.995549632,5070,-0.282134592,0.400333391,50,0.1,0.1,0.1,412.8,-50.7,13.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90814,116.40814,4814,4000,415.9018274
21:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.5354065,-2.955367184,5080,-0.301264385,0.403308874,50,0.1,0.1,0.1,413.2,-50.8,13.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90816,116.40816,4816,4000,416.3110376
21:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.47325062,-2.914889202,5090,-0.320273675,0.406244027,50,0.1,0.1,0.1,413.6,-50.9,13.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90818,116.40818,4818,4000,416.7202539
